PONDERADOR	A1_COD	D1	D2_COD	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	SEXO	E2	E3	E4	E5	PROV	CANT_COD	F1	F2	F3	F4	F5	F6	F7	G1	G2	G3	G4	G5_COD	G6	G7	G8	G9	G10_COD	G11_COD	edadgrupo	educagrupo
,424	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	33	1	5	4	2	2-01 ALAJUELA	1	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	3
1,079	3	1	99999	1	1	1	1	1	1	1	1	2	1	2	34	1	4	4	6	6-02 ESPARZA	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
,424	6	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	37	2	5	1	4	4-01 HEREDIA	1	1	2	1	1	2	2	1	3	2	1	99999	99999	2	2	2	99999	3	2	3
1,643	6	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	50	1	2	1	4	4-06 SAN ISIDRO	2	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
1,095	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	57	1	3	8	1	1-01 SAN JOSE	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	2
1,079	8	1	99999	2	1	2	1	1	2	99999	99999	99999	4	2	34	1	4	6	1	1-02 ESCAZU	1	1	2	2	2	2	2	1	1	1	99999	99999	99999	2	2	2	99999	3	2	2
1,593	4	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	18	1	4	2	1	1-19 PEREZ ZELEDON	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	3	1	2
1,006	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	70	1	4	1	1	1-03 DESAMPARADOS	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	2
,881	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	36	1	4	1	4	4-01 HEREDIA	1	1	1	1	1	2	1	1	3	1	99999	99999	99999	2	2	2	99999	3	2	2
,393	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	60	1	5	5	1	1-18 CURRIDABAT	1	1	1	1	1	1	1	1	1	1	99999	99999	99999	2	2	2	99999	3	3	3
,881	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	49	1	3	1	5	5-08 TILARAN	2	1	2	2	2	2	1	1	4	1	99999	99999	99999	2	2	2	99999	3	2	2
2,124	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	75	1	2	5	1	1-08 GOICOECHEA	2	1	2	2	1	2	1	1	5	1	99999	99999	99999	2	9	9	99999	3	3	1
1,821	1	1	99999	2	1	1	2	2	2	99999	99999	99999	4	2	33	1	2	5	6	6-01 PUNTARENAS	1	1	2	2	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	3	2	1
,424	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	46	1	5	4	1	1-02 ESCAZU	2	1	1	1	1	2	1	1	3	1	99999	99999	99999	2	2	2	99999	3	2	3
2,124	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	76	1	2	1	7	7-01 LIMON	1	1	1	1	2	1	1	1	6	2	1	99999	99999	2	2	2	99999	3	3	1
2,124	9	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	68	2	1	6	1	1-10 ALAJUELITA	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
2,438	6	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	27	1	3	3	1	1-13 TIBAS	2	1	2	2	2	2	1	1	5	1	99999	99999	99999	2	2	2	99999	3	1	2
,608	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	27	1	5	3	4	4-01 HEREDIA	1	1	1	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	3	1	3
1,079	6	1	99999	2	1	2	2	2	2	99999	99999	99999	5	2	47	1	3	4	1	1-11 CORONADO	1	1	2	1	2	2	1	1	5	2	9	9	9	2	2	2	99999	3	2	2
1,079	9	1	99999	2	1	1	1	1	1	2	1	2	2	2	42	1	4	4	4	4-05 SAN RAFAEL	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
,389	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	36	1	5	3	7	7-02 POCOCI	1	1	2	1	2	1	1	1	1	1	99999	99999	99999	2	2	2	99999	3	2	3
,505	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	26	1	5	1	1	1-01 SAN JOSE	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
5,756	1	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	19	1	1	1	1	1-19 PEREZ ZELEDON	2	1	1	1	2	2	1	1	4	1	99999	99999	99999	2	2	2	99999	3	1	1
,505	7	1	99999	2	1	1	2	2	2	99999	99999	99999	4	2	21	1	5	2	5	5-10 LA CRUZ	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
,881	2	1	99999	2	1	1	1	2	1	1	1	2	2	1	43	1	4	1	7	7-02 POCOCI	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
2,503	9	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	42	1	2	1	4	4-02 BARVA	1	1	2	1	2	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	1
2,438	5	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	27	1	4	1	1	1-09 SANTA ANA	1	1	2	2	2	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
,881	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	44	1	3	1	2	2-01 ALAJUELA	1	1	1	1	1	2	2	1	9	1	99999	99999	99999	2	2	2	99999	3	2	2
1,095	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	58	1	4	4	4	4-07 BELEN	1	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	2
1,821	6	1	99999	1	1	1	2	1	1	1	1	99999	2	2	38	1	2	1	3	3-06 ALVARADO	1	1	1	1	1	2	1	1	1	2	1	99999	99999	2	2	2	99999	3	2	1
,393	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	50	1	5	1	1	1-08 GOICOECHEA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	3
,389	6	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	45	8	5	1	1	1-02 ESCAZU	1	1	1	1	1	2	1	1	5	9	9	9	9	2	2	2	99999	3	2	3
,424	6	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	41	1	5	1	1	1-18 CURRIDABAT	1	1	1	1	1	1	1	1	6	2	2	2	2	2	2	2	99999	3	2	3
,608	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	28	1	5	1	2	2-05 ATENAS	2	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
,881	99	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	31	2	3	1	7	7-01 LIMON	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
1,593	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	26	1	4	2	2	2-01 ALAJUELA	2	1	2	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
1,593	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	29	1	4	1	3	3-01 CARTAGO	1	1	1	1	2	2	1	1	4	1	99999	99999	99999	2	2	2	99999	3	1	2
,881	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	30	1	4	1	1	1-08 GOICOECHEA	2	1	2	1	2	2	2	1	1	2	1	99999	99999	2	2	2	99999	3	2	2
1,593	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	20	1	3	3	5	5-03 SANTA CRUZ	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
,399	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	82	1	5	5	1	1-01 SAN JOSE	1	1	1	1	2	2	1	1	5	1	99999	99999	99999	2	2	2	99999	3	3	3
,505	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	22	1	5	2	3	3-02 PARAISO	1	1	2	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
,389	1	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	30	1	5	1	1	1-14 MORAVIA	1	1	1	1	1	1	1	1	3	1	99999	99999	99999	2	2	2	99999	3	2	3
,424	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	44	1	5	4	1	1-14 MORAVIA	1	1	1	1	1	2	1	1	9	2	2	8	99999	2	2	2	99999	3	2	3
1,079	6	1	99999	2	1	1	1	2	1	1	1	2	2	2	37	1	3	4	3	3-05 TURRIALBA	1	1	1	2	2	2	1	1	1	2	2	1	99999	2	2	2	99999	3	2	2
2,503	1	1	99999	2	1	2	1	2	1	99999	2	99999	5	1	46	1	2	1	3	3-01 CARTAGO	1	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	1
,424	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	32	1	5	1	1	1-18 CURRIDABAT	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	3
,881	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	35	2	4	3	1	1-01 SAN JOSE	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
,389	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	38	1	5	1	1	1-15 MONTES DE OCA	1	1	1	1	1	2	1	1	1	1	99999	99999	99999	2	2	2	99999	3	2	3
1,593	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	21	1	3	3	4	NS/NR	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
1,821	6	1	99999	2	1	99999	1	2	1	1	2	2	1	2	47	1	2	4	2	2-01 ALAJUELA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	1
1,643	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	80	1	1	5	1	1-01 SAN JOSE	1	1	2	2	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
,393	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	68	1	5	5	3	3-01 CARTAGO	1	1	1	1	1	1	1	1	1	1	99999	99999	99999	2	2	2	99999	3	3	3
,399	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	63	1	5	5	4	4-03 SANTO DOMINGO	1	1	1	1	1	2	1	1	4	1	99999	99999	99999	2	2	2	99999	3	3	3
1,593	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	19	1	4	1	3	3-01 CARTAGO	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	2
,389	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	31	1	5	1	1	1-04 PURISCAL	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	3
,389	1	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	40	1	5	1	1	1-13 TIBAS	1	1	1	1	2	2	2	1	5	1	99999	99999	99999	2	2	2	99999	3	2	3
1,079	6	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	34	1	3	4	1	1-03 DESAMPARADOS	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
1,643	2	1	99999	2	1	1	2	2	1	1	2	2	3	2	62	1	1	1	4	4-01 HEREDIA	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
1,006	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	54	1	3	1	5	5-02 NICOYA	2	1	1	1	2	2	1	1	5	1	99999	99999	99999	2	2	2	99999	3	3	2
1,079	3	1	99999	2	1	2	1	2	1	1	2	2	2	2	35	1	4	1	1	1-08 GOICOECHEA	1	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	2
,389	9	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	37	1	5	6	2	2-01 ALAJUELA	2	1	1	1	2	2	2	1	3	2	1	99999	99999	2	2	2	99999	3	2	3
,505	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	26	1	5	3	4	4-09 SAN PABLO	2	1	2	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	1	3
1,095	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	62	3	4	4	1	1-18 CURRIDABAT	1	1	1	1	1	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	2
,424	1	1	99999	2	1	2	2	1	1	1	2	2	3	2	35	1	5	1	3	3-01 CARTAGO	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	3	2	3
1,643	3	1	99999	2	1	1	1	2	2	99999	99999	99999	4	2	80	1	1	4	1	1-01 SAN JOSE	1	1	2	2	2	2	1	1	3	2	1	99999	99999	2	2	2	99999	3	3	1
,505	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	25	1	5	1	1	1-03 DESAMPARADOS	1	1	1	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	3	1	3
,424	2	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	2	36	1	5	1	2	2-09 OROTINA	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	2	3
,399	7	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	84	1	5	5	6	6-01 PUNTARENAS	1	1	1	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	3
,399	3	2	7	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	63	1	5	5	1	1-01 SAN JOSE	1	1	1	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	3	3	3
,393	9	2	5	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	62	1	5	5	5	5-08 TILARAN	1	1	2	1	1	2	1	1	3	1	99999	99999	99999	2	2	2	99999	3	3	3
1,643	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	83	1	2	4	1	1-01 SAN JOSE	1	1	1	2	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	3	3	1
,389	2	1	99999	2	1	1	1	2	2	99999	99999	99999	5	1	42	1	5	1	1	1-01 SAN JOSE	2	1	2	2	2	2	1	1	6	2	1	99999	99999	2	2	2	99999	3	2	3
,399	3	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	54	1	5	1	4	4-03 SANTO DOMINGO	1	1	1	1	1	1	1	1	5	1	99999	99999	99999	2	2	2	99999	3	3	3
5,756	2	1	99999	2	1	1	2	2	2	99999	99999	99999	5	1	26	1	2	6	6	6-06 AGUIRRE	1	1	1	2	2	2	2	1	5	1	99999	99999	99999	2	2	2	99999	3	1	1
,608	2	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	23	1	5	2	5	5-01 LIBERIA	2	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	4	1	3
2,124	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	63	1	2	6	1	1-16 TURRUBARES	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	4	3	1
1,593	6	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	22	1	4	1	2	2-03 GRECIA	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	4	1	2
1,593	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	23	1	4	1	1	1-15 MONTES DE OCA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	4	1	2
1	1	1	99999	2	2	1	1	2	2	99999	99999	99999	3	1	74	1	8	8	9	NS/NR	2	1	2	2	2	2	2	1	6	9	1	99999	99999	2	2	2	99999	4	3	8
,393	3	1	99999	2	1	1	1	1	2	99999	99999	99999	2	2	64	1	5	5	4	4-01 HEREDIA	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	4	3	3
2,503	1	1	99999	2	1	1	2	2	99999	99999	99999	99999	2	1	33	1	2	6	3	3-02 PARAISO	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	4	2	1
,881	3	1	99999	2	2	2	1	1	1	1	1	2	2	1	35	1	3	1	6	6-01 PUNTARENAS	1	1	1	2	2	1	1	2	99999	99999	99999	99999	99999	9	9	9	99999	4	2	2
1,006	3	1	99999	2	1	1	2	2	2	99999	99999	99999	9	1	65	1	4	5	1	1-14 MORAVIA	2	1	1	2	1	2	1	1	1	2	1	99999	99999	2	2	2	99999	4	3	2
,881	7	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	38	1	3	1	1	1-11 CORONADO	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	4	2	2
2,438	3	1	99999	1	2	1	2	2	2	99999	99999	99999	3	2	28	1	4	4	1	1-05 TARRAZU	2	1	2	2	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	4	1	2
,424	1	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	47	1	5	1	4	4-01 HEREDIA	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	9	2	2	99999	9	2	3
1,095	4	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	76	1	4	4	1	1-01 SAN JOSE	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	3	2
2,503	6	1	99999	1	1	1	1	1	1	1	1	2	3	1	39	1	1	1	3	3-01 CARTAGO	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	2	1
1,643	3	1	99999	1	99999	99999	99999	1	1	1	1	2	4	2	81	1	1	4	1	1-04 PURISCAL	1	2	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	3	1
1,095	2	1	99999	2	1	1	2	2	2	99999	99999	99999	5	2	54	1	4	1	1	1-01 SAN JOSE	1	2	2	1	2	2	1	1	3	2	1	99999	99999	2	2	2	99999	9	3	2
1,643	6	1	99999	2	1	99999	99999	2	2	99999	99999	99999	4	2	63	1	2	4	1	1-04 PURISCAL	1	2	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	3	1
,399	3	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	64	1	5	8	5	5-03 SANTA CRUZ	2	1	2	2	2	2	1	1	3	2	2	9	1	2	2	2	99999	9	3	3
,393	99	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	52	1	5	1	2	2-01 ALAJUELA	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	3	3
1	3	1	99999	2	1	2	2	2	2	99999	99999	99999	4	1	99999	1	9	9	9	NS/NR	9	9	9	9	9	9	9	1	3	2	2	9	2	2	2	2	99999	9	99999	9
1,643	7	1	99999	2	1	1	1	1	1	1	1	2	4	2	64	1	2	1	4	4-01 HEREDIA	1	1	1	1	2	2	1	1	6	9	1	99999	99999	2	2	2	99999	9	3	1
1,006	3	1	99999	2	1	2	2	2	2	99999	99999	99999	1	1	64	1	4	1	1	1-14 MORAVIA	2	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	3	2
,399	4	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	70	1	5	5	1	1-15 MONTES DE OCA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	3	3
,389	2	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	31	1	5	1	1	1-03 DESAMPARADOS	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	2	3
1,079	9	1	99999	1	2	2	1	1	1	1	1	2	3	2	48	1	3	6	1	1-10 ALAJUELITA	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	2	2
,393	99	1	99999	2	1	99999	2	2	1	2	2	2	2	2	69	1	5	1	1	1-03 DESAMPARADOS	1	1	2	1	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	3	3
,424	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	40	1	5	4	1	1-11 CORONADO	1	1	1	1	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	2	3
,399	6	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	54	1	5	1	2	2-01 ALAJUELA	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	9	3	3
1,006	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	74	1	4	5	2	2-09 OROTINA	1	1	1	2	1	2	1	1	9	9	2	9	9	2	2	2	99999	9	3	2
,881	9	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	46	1	3	1	4	4-05 SAN RAFAEL	1	1	2	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	9	2	2
1	2	1	99999	2	1	2	2	2	2	99999	99999	99999	9	2	99999	1	9	9	9	NS/NR	9	9	9	9	9	9	9	9	99999	99999	99999	99999	99999	9	9	9	99999	9	99999	9
1,006	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	51	1	4	1	6	6-08 COTO BRUS	2	1	2	2	2	2	2	1	3	1	99999	99999	99999	2	1	1	11	9	3	2
,608	9	1	99999	2	1	1	1	2	2	99999	99999	99999	5	1	23	1	5	3	1	1-01 SAN JOSE	2	1	1	1	2	1	1	1	5	2	1	99999	99999	1	1	1	99	9	1	3
,393	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	62	1	5	5	1	1-01 SAN JOSE	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	3	3
,389	3	1	99999	1	1	1	2	1	1	1	1	2	2	1	39	1	5	1	6	6-08 COTO BRUS	2	1	1	2	1	2	1	1	3	1	99999	99999	99999	2	2	2	99999	8	2	3
1,643	99	1	99999	2	1	2	2	2	2	99999	99999	99999	4	2	69	1	1	1	6	6-07 GOLFITO	2	1	2	2	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	5	3	1
,424	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	31	1	5	3	1	1-03 DESAMPARADOS	2	1	1	2	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	8	2	3
1,643	8	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	56	1	2	4	6	6-10 CORREDORES	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	3	1
,389	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	35	1	5	1	1	1-09 SANTA ANA	1	1	1	1	1	1	1	1	6	2	1	99999	99999	2	2	2	99999	5	2	3
,424	3	1	99999	2	2	2	1	2	1	2	2	1	5	2	47	1	5	1	2	2-06 NARANJO	1	1	2	2	2	2	1	1	4	2	1	99999	99999	2	2	2	99999	5	2	3
1,593	7	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	22	1	3	3	6	6-01 PUNTARENAS	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	1	2
2,124	2	1	99999	2	2	1	2	1	2	99999	99999	99999	4	1	71	1	1	5	1	1-08 GOICOECHEA	2	1	1	2	2	2	2	1	3	1	99999	99999	99999	2	2	2	99999	5	3	1
2,438	2	1	99999	1	1	1	1	2	1	1	1	2	1	2	25	1	4	4	1	1-19 PEREZ ZELEDON	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	1	2
1,095	8	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	57	1	3	6	1	1-03 DESAMPARADOS	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	8	3	2
,389	7	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	40	1	5	1	1	1-02 ESCAZU	2	1	1	1	1	2	1	1	5	2	1	99999	99999	2	2	2	99999	8	2	3
1,079	2	1	99999	2	1	2	2	2	1	1	1	2	2	2	41	1	3	1	6	6-11 GARABITO	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	5	2	2
1,095	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	61	1	4	5	1	1-01 SAN JOSE	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	3	2
,881	2	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	35	2	3	1	5	5-05 CARRILLO	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	2	2
1,006	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	58	1	4	1	1	1-06 ASERRI	2	1	1	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	5	3	2
1,079	2	1	99999	1	1	2	1	1	1	1	1	1	2	2	30	1	3	4	1	1-19 PEREZ ZELEDON	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	2	2
,389	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	40	1	5	3	1	1-14 MORAVIA	2	1	1	1	1	2	1	1	1	1	99999	99999	99999	2	2	2	99999	8	2	3
,881	2	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	45	1	3	1	1	1-01 SAN JOSE	1	2	2	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	5	2	2
,393	6	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	72	1	5	5	1	1-01 SAN JOSE	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	3	3
1,095	1	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	64	1	3	4	3	3-08 EL GUARCO	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	3	2
,881	2	1	99999	2	1	2	2	1	2	99999	99999	99999	4	1	37	1	4	1	1	1-06 ASERRI	2	1	1	1	2	2	1	1	5	2	2	6	99999	2	2	2	99999	5	2	2
1,643	3	1	99999	2	2	1	1	1	1	1	1	2	2	2	78	1	1	5	3	3-05 TURRIALBA	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	5	3	1
,393	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	54	1	5	1	1	1-01 SAN JOSE	1	1	2	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	5	3	3
